Data,Valor,Ticker
2018-10-02,0.01188,BBDC4
2018-11-05,0.01188,BBDC4
2018-12-04,0.01188,BBDC4
2018-12-26,0.457176,BBDC4
2019-01-03,0.01188,BBDC4
2019-02-04,0.01188,BBDC4
2019-03-06,0.01188,BBDC4
2019-04-02,0.014255,BBDC4
2019-05-03,0.014255,BBDC4
2019-06-04,0.014255,BBDC4
2019-07-01,0.142592,BBDC4
2019-07-02,0.014255,BBDC4
2019-08-02,0.014255,BBDC4
2019-09-03,0.014255,BBDC4
2019-10-02,0.014255,BBDC4
2019-10-18,0.784011,BBDC4
2019-11-04,0.014255,BBDC4
2019-12-03,0.014255,BBDC4
2019-12-20,0.416016,BBDC4
2020-01-03,0.014255,BBDC4
2020-02-04,0.014255,BBDC4
2020-02-18,0.04811,BBDC4
2020-03-03,0.014255,BBDC4
2020-04-02,0.014255,BBDC4
2020-05-05,0.015681,BBDC4
2020-06-02,0.015681,BBDC4
2020-07-02,0.015681,BBDC4
2020-08-04,0.015681,BBDC4
2020-09-02,0.015681,BBDC4
2020-10-02,0.015681,BBDC4
2020-11-04,0.015681,BBDC4
2020-12-02,0.015681,BBDC4
2020-12-29,0.343201,BBDC4
2021-01-05,0.015681,BBDC4
2021-02-02,0.015681,BBDC4
2021-02-18,0.018034,BBDC4
2021-03-02,0.015681,BBDC4
2021-04-05,0.015681,BBDC4
2021-05-04,0.017249,BBDC4
2021-06-02,0.017249,BBDC4
2021-07-02,0.017249,BBDC4
2021-07-05,0.490007,BBDC4
2021-08-03,0.017249,BBDC4
2021-09-02,0.017249,BBDC4
2021-10-04,0.017249,BBDC4
2021-11-03,0.017249,BBDC4
2021-12-02,0.017249,BBDC4
2021-12-21,0.216254,BBDC4
2022-01-04,0.017249,BBDC4
2022-02-02,0.017249,BBDC4
2022-03-03,0.017249,BBDC4
2022-04-04,0.017249,BBDC4
2022-05-03,0.018974,BBDC4
2022-06-02,0.018974,BBDC4
2022-06-21,0.196595,BBDC4
2022-07-04,0.018974,BBDC4
2022-08-02,0.018974,BBDC4
2022-09-02,0.018974,BBDC4
2022-10-04,0.018974,BBDC4
2022-11-03,0.018974,BBDC4
2022-12-02,0.018975,BBDC4
2023-01-03,0.018975,BBDC4
2023-01-09,0.583406,BBDC4
2023-02-02,0.018975,BBDC4
2023-03-02,0.018975,BBDC4
2023-04-04,0.018975,BBDC4
2023-05-03,0.018975,BBDC4
2023-06-02,0.018975,BBDC4
2023-06-27,0.196897,BBDC4
2023-07-04,0.018975,BBDC4
2023-08-02,0.018975,BBDC4
2023-09-04,0.018975,BBDC4
2023-10-03,0.018975,BBDC4
2023-11-03,0.018975,BBDC4
2023-12-04,0.018975,BBDC4
2023-12-22,0.492046,BBDC4
2024-01-03,0.018975,BBDC4
2024-02-02,0.018975,BBDC4
2024-03-04,0.018975,BBDC4
2024-04-02,0.018975,BBDC4
2024-05-03,0.018975,BBDC4
2024-06-04,0.018975,BBDC4
2024-06-18,0.395055,BBDC4
2024-07-02,0.018975,BBDC4
2024-08-02,0.018975,BBDC4
2024-09-03,0.018975,BBDC4
2024-10-01,0.197528,BBDC4
2024-10-02,0.018975,BBDC4
2024-11-04,0.018975,BBDC4
2024-12-03,0.018975,BBDC4
2025-01-02,0.293976,BBDC4
2025-01-03,0.018975,BBDC4
2025-02-04,0.018975,BBDC4
2025-03-06,0.018975,BBDC4
2025-04-01,0.227824,BBDC4
2025-04-02,0.018975,BBDC4
2025-05-05,0.018975,BBDC4
2025-06-03,0.018975,BBDC4
2025-07-01,0.297161,BBDC4
2025-07-02,0.018975,BBDC4
2025-08-04,0.018975,BBDC4
2025-09-02,0.018975,BBDC4
2018-11-22,0.208447,BBAS3
2018-12-12,0.062835,BBAS3
2019-02-22,0.295944,BBAS3
2019-03-12,0.078062,BBAS3
2019-05-22,0.207419,BBAS3
2019-06-12,0.085527,BBAS3
2019-08-22,0.223078,BBAS3
2019-09-12,0.116478,BBAS3
2019-11-22,0.182521,BBAS3
2019-12-12,0.088087,BBAS3
2020-02-26,0.219441,BBAS3
2020-03-12,0.09071,BBAS3
2020-08-24,0.220994,BBAS3
2020-09-14,0.051431,BBAS3
2020-11-17,0.097387,BBAS3
2020-12-14,0.058492,BBAS3
2021-02-23,0.217932,BBAS3
2021-03-12,0.072857,BBAS3
2021-05-24,0.207223,BBAS3
2021-06-14,0.08426,BBAS3
2021-08-24,0.174144,BBAS3
2021-09-14,0.09237,BBAS3
2021-11-23,0.196852,BBAS3
2021-12-14,0.087496,BBAS3
2022-03-03,0.412361,BBAS3
2022-03-15,0.105314,BBAS3
2022-05-24,0.077674,BBAS3
2022-06-14,0.125143,BBAS3
2022-08-23,0.102311,BBAS3
2022-09-13,0.136868,BBAS3
2022-11-22,0.085103,BBAS3
2022-12-13,0.172763,BBAS3
2023-02-24,0.413441,BBAS3
2023-03-14,0.176018,BBAS3
2023-06-02,0.061504,BBAS3
2023-06-13,0.169316,BBAS3
2023-08-22,0.073423,BBAS3
