Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-08-05 00:00:00-03:00,5.966949871991916,5.973172068394098,5.854952710277868,5.886063098907471,86900,0.0,0.0
2020-08-06 00:00:00-03:00,5.892285883483687,5.9793942682842545,5.848731097702036,5.973172664642334,41600,0.0,0.0
2020-08-07 00:00:00-03:00,5.973173308407266,5.979394912719727,5.9233969136189915,5.979394912719727,41800,0.0,0.0
2020-08-10 00:00:00-03:00,5.991838455200195,6.010504452243432,5.910951676837707,5.991838455200195,52100,0.0,0.0
2020-08-11 00:00:00-03:00,5.998060921800453,6.029170720478046,5.960728332653416,6.010504722595215,50900,0.0,0.0
2020-08-12 00:00:00-03:00,6.0353929096045675,6.0353929096045675,5.886063739976159,5.935840129852295,85500,0.0,0.0
2020-08-13 00:00:00-03:00,6.06028137886746,6.066503576228974,5.942062595905686,5.9545063972473145,168600,0.0,0.0
2020-08-14 00:00:00-03:00,6.010505721644306,6.097614715212148,5.948285520565681,6.091392517089844,159600,0.0,0.0
2020-08-17 00:00:00-03:00,6.097614187342592,6.253165566645304,6.029171200685289,6.085169792175293,280000,0.0,0.0
2020-08-18 00:00:00-03:00,6.194111899318661,6.251701878503586,6.02774098394984,6.085330963134766,79000,0.270253,0.0
2020-08-19 00:00:00-03:00,6.110927976933346,6.155719922999809,6.059737007073245,6.123725414276123,34700,0.0,0.0
2020-08-20 00:00:00-03:00,6.123724062630885,6.130123085012112,6.040538602408021,6.110926628112793,66400,0.0,0.0
2020-08-21 00:00:00-03:00,6.110926495692271,6.110926495692271,6.034140059514556,6.104527473449707,72800,0.0,0.0
2020-08-24 00:00:00-03:00,6.091730304774887,6.110926762095089,6.0149432550053294,6.0213422775268555,116400,0.0,0.0
2020-08-25 00:00:00-03:00,6.027741484596953,6.072533423130255,6.014943439162069,6.046937942504883,57200,0.0,0.0
2020-08-26 00:00:00-03:00,6.053337391454722,6.091730920218374,6.008545449767493,6.0277419090271,96000,0.0,0.0
2020-08-27 00:00:00-03:00,6.046938368286707,6.072533850714329,6.021342885859085,6.0277419090271,51200,0.0,0.0
2020-08-28 00:00:00-03:00,6.046938287761757,6.066134746765731,6.027741828757781,6.040539264678955,43400,0.0,0.0
2020-08-31 00:00:00-03:00,6.072533423130255,6.078932445847697,6.02134246187951,6.046937942504883,78300,0.0,0.0
2020-09-01 00:00:00-03:00,6.059736040291499,6.104527979211772,6.040538971973326,6.066134452819824,76100,0.0,0.0
2020-09-02 00:00:00-03:00,6.091730777783879,6.117326259613037,6.059736272936325,6.117326259613037,38200,0.0,0.0
2020-09-03 00:00:00-03:00,6.110926734445734,6.136522214171653,6.034140295267978,6.0597357749938965,86600,0.0,0.0
2020-09-04 00:00:00-03:00,6.0597357749938965,6.091730277212388,5.989347748064341,6.0597357749938965,94600,0.0,0.0
2020-09-08 00:00:00-03:00,6.066134736623706,6.142921793000082,6.021342795607843,6.1365227699279785,57700,0.0,0.0
2020-09-09 00:00:00-03:00,6.162117430983507,6.283695801933242,6.162117430983507,6.232504844665527,60000,0.0,0.0
2020-09-10 00:00:00-03:00,6.270898364009942,6.283695798197088,6.091730013679471,6.142920970916748,63200,0.0,0.0
2020-09-11 00:00:00-03:00,6.200510826257117,6.219707894409442,6.0085450266890215,6.046937942504883,135100,0.0,0.0
2020-09-14 00:00:00-03:00,6.053336515997897,6.130122952175613,6.034140059514556,6.104527473449707,55400,0.0,0.0
2020-09-15 00:00:00-03:00,6.104527552203728,6.117325596853962,6.072533050822501,6.091730117797852,40800,0.0,0.0
2020-09-16 00:00:00-03:00,6.1173256504940206,6.168516609055112,6.091730171213475,6.110926628112793,31500,0.0,0.0
2020-09-17 00:00:00-03:00,6.130123085012112,6.142921129774566,6.07893212645102,6.110926628112793,46000,0.0,0.0
2020-09-18 00:00:00-03:00,6.14292104807247,6.14292104807247,6.034140110015869,6.034140110015869,83200,0.0,0.0
