Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-08-05 00:00:00-03:00,6.1209029991021,6.127259222386329,6.006493404637241,6.114546775817871,179900,0.0,0.0
2020-08-06 00:00:00-03:00,6.114546775817871,6.1209029991021,6.006493404637241,6.114546775817871,77400,0.0,0.0
2020-08-07 00:00:00-03:00,6.1209029991021,6.139971062791972,6.0700544251538995,6.114546775817871,69000,0.0,0.0
2020-08-10 00:00:00-03:00,6.114549662907654,6.146330188171706,6.076413517521275,6.127262115478516,88200,0.0,0.0
2020-08-11 00:00:00-03:00,6.127260467181412,6.159040377733233,6.076411882902972,6.089123725891113,91600,0.0,0.0
2020-08-12 00:00:00-03:00,6.101834830766932,6.127259117305011,6.0064933016270325,6.038273811340332,143000,0.0,0.0
2020-08-13 00:00:00-03:00,6.127261808024352,6.190822249200012,6.063700760685621,6.146329879760742,228700,0.0,0.0
2020-08-14 00:00:00-03:00,6.19082064082486,6.260737895965576,6.09547970074941,6.260737895965576,201300,0.0,0.0
2020-08-17 00:00:00-03:00,6.29887383825994,6.514980609109135,6.178108610753981,6.235313415527344,423700,0.0,0.0
2020-08-18 00:00:00-03:00,6.320447537813796,6.320447537813796,6.196260526625269,6.242013931274414,123400,0.270253,0.0
2020-08-19 00:00:00-03:00,6.242014399047302,6.307375431060791,6.196260990969424,6.307375431060791,82100,0.0,0.0
2020-08-20 00:00:00-03:00,6.3008398305261,6.3008398305261,6.1505082709760694,6.255086421966553,102900,0.0,0.0
2020-08-21 00:00:00-03:00,6.300839126522652,6.300839126522652,6.157043873309751,6.2093329429626465,140600,0.0,0.0
2020-08-24 00:00:00-03:00,6.255087433389826,6.255087433389826,6.157045556816995,6.163581848144531,220900,0.0,0.0
2020-08-25 00:00:00-03:00,6.2093329429626465,6.2093329429626465,6.157043873309751,6.2093329429626465,100800,0.0,0.0
2020-08-26 00:00:00-03:00,6.202796653422315,6.235477477789094,6.143971294229088,6.2093329429626465,171500,0.0,0.0
2020-08-27 00:00:00-03:00,6.209333542252674,6.209333542252674,6.163580757724308,6.170116424560547,109600,0.0,0.0
2020-08-28 00:00:00-03:00,6.215869232502977,6.215869232502977,6.170115829055535,6.2093329429626465,63600,0.0,0.0
2020-08-31 00:00:00-03:00,6.209332689829774,6.22894093431653,6.157043622308522,6.189724445343018,133100,0.0,0.0
2020-09-01 00:00:00-03:00,6.196260363881983,6.2616220126155415,6.143971294229088,6.2093329429626465,150800,0.0,0.0
2020-09-02 00:00:00-03:00,6.215869008470473,6.228940963745118,6.170115606672076,6.228940963745117,70000,0.0,0.0
2020-09-03 00:00:00-03:00,6.2354772530498686,6.29430261012291,6.163579940702182,6.228940963745117,192700,0.0,0.0
2020-09-04 00:00:00-03:00,6.228942715159869,6.242015297445036,6.143972800311378,6.196261882781982,173900,0.0,0.0
2020-09-08 00:00:00-03:00,6.202797695115481,6.300840184681,6.16358119795726,6.294303894042969,143200,0.0,0.0
2020-09-09 00:00:00-03:00,6.307376730853806,6.4250274853918885,6.307376730853806,6.346593856811523,134300,0.0,0.0
2020-09-10 00:00:00-03:00,6.36620237460596,6.457708590114285,6.242015946655824,6.438100337982178,143800,0.0,0.0
2020-09-11 00:00:00-03:00,6.43809878524839,6.43809878524839,6.157044538020476,6.215869903564453,274300,0.0,0.0
2020-09-14 00:00:00-03:00,6.242014815608685,6.294303894042969,6.202797695115481,6.294303894042969,107100,0.0,0.0
2020-09-15 00:00:00-03:00,6.29430261012291,6.307374565397555,6.222405297775223,6.228940963745117,80300,0.0,0.0
2020-09-16 00:00:00-03:00,6.300840219531786,6.300840219531786,6.235478559459915,6.26815938949585,56200,0.0,0.0
2020-09-17 00:00:00-03:00,6.268159582385173,6.30737608096711,6.222406792927911,6.274695873260498,86100,0.0,0.0
2020-09-18 00:00:00-03:00,6.287768266692453,6.300840849347523,6.163581848144531,6.163581848144531,178400,0.0,0.0
2020-09-21 00:00:00-03:00,6.196260111282034,6.202796400555903,5.980567551923157,6.189724445343018,174300,0.0,0.0
2020-09-22 00:00:00-03:00,6.202796653422315,6.25508572307521,6.157043873309751,6.2093329429626465,88800,0.0,0.0
2020-09-23 00:00:00-03:00,6.215870348027566,6.228942306119295,6.143972396850586,6.143972396850586,89400,0.0,0.0
2020-09-24 00:00:00-03:00,6.150507967729651,6.235477867053776,6.150507967729651,6.222405910491943,72700,0.0,0.0
2020-09-25 00:00:00-03:00,6.222406992099236,6.222406992099236,6.157045327923855,6.183189868927002,109000,0.0,0.0
2020-09-28 00:00:00-03:00,6.183189979700241,6.209334521171773,6.065539231410828,6.1047563552856445,165700,0.0,0.0
2020-09-29 00:00:00-03:00,6.143973049418164,6.143973049418164,6.045931171644439,6.111292839050293,104400,0.0,0.0
2020-09-30 00:00:00-03:00,6.17665326238999,6.17665326238999,6.091683352635568,6.117827892303467,101600,0.0,0.0
2020-10-01 00:00:00-03:00,6.124364723514369,6.163581848144531,6.0851482222192566,6.163581848144531,104600,0.0,0.0
2020-10-02 00:00:00-03:00,6.163581692309112,6.196261901450428,6.091683736194138,6.130900859832764,149900,0.0,0.0
2020-10-05 00:00:00-03:00,6.189726233623184,6.189726233623184,6.098220027356415,6.130900859832764,119800,0.0,0.0
2020-10-06 00:00:00-03:00,6.130900667024834,6.196261706586989,6.0916835446195305,6.124364376068115,162500,0.0,0.0
2020-10-07 00:00:00-03:00,6.137436729472217,6.170116936369036,6.0786113597219575,6.143972396850586,156000,0.0,0.0
2020-10-08 00:00:00-03:00,6.163581268990666,6.183189517795756,6.130900438758856,6.143972396850586,118000,0.0,0.0
2020-10-09 00:00:00-03:00,6.170116971639266,6.170116971639266,6.098219643386291,6.117827892303467,200500,0.0,0.0
2020-10-13 00:00:00-03:00,6.143972818822283,6.157045401146836,6.0851480683668955,6.130900859832764,149400,0.0,0.0
2020-10-14 00:00:00-03:00,6.130900786920709,6.183189868927002,6.111292537002105,6.183189868927002,120000,0.0,0.0
2020-10-15 00:00:00-03:00,6.176653807464552,6.176653807464552,6.111292764194348,6.163581848144531,130100,0.0,0.0
2020-10-16 00:00:00-03:00,6.1701165845042025,6.209333703212928,6.117827508449206,6.2027974128723145,73700,0.0,0.0
2020-10-19 00:00:00-03:00,6.202796429860972,6.255085497629263,6.14397107278793,6.228940963745117,97500,0.0,0.0
2020-10-20 00:00:00-03:00,6.242015042218879,6.294304122551466,6.176653380135643,6.274695873260498,100200,0.0,0.0
2020-10-21 00:00:00-03:00,6.28776744428673,6.294303734759354,6.228942076703049,6.261622905731201,124600,0.0,0.0
2020-10-22 00:00:00-03:00,6.287767638183416,6.300840219531786,6.2289422687857305,6.26815938949585,84800,0.0,0.0
